cell_height,light_count,lamp_count,light_device,lamp_type,light_power,time,days,marker
,4,1,-,энергосбер.,,6,299,
,4,1,-,энергосбер.,,24,365,
,1,1,-,энергосбер.,,10,299,
,8,1,-,энергосбер.,,4,299,
,45,1,LED,светодиодные,300,10,217,светодиодные лампы (СПОРТВНЫЙ СВЕТ) установлены в 2019 году
,30,2,БЛ 40,неоновые,80,10,217,
,12,4,GM A-V,светодиодные,40,10,217,
,12,4,GM А40,светодиодные,40,10,217,
,10,4,GM A40,светодиодные,40,10,247,
,12,4,GM A40,светодиодные,40,10,247,
,30,4,GM A40,светодиодные,40,10,217,
,20,4,GM A40,светодиодные,40,10,217,
,16,1,,накаливания,60,10,217,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,4,LED прожектора,светодиодные,150,10,217,светодиодные прожектора установлены 2020 году,
,4,LED прожектора,светодиодные,150,10,217,,
,4,GM A40,светодиодные,40,10,217,светодиодные светильники GM A40 - установлены в 2020 году.,
,4,GM A40,светодиодные,40,10,217,,
,4,GM A40,,40,10,247,,
,4,GM A40,светодиодные,40,8,247,,светодиодные
,4,GM A40,,40,10,217,,
,4,БЛ 40,неоновые,80,10,217,,
,1,,накаливания,60,10,217,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,24,,,светодиоды,40,15,360,
,36,,,светодиоды,40,10,360,
,50,,,светодиоды,61,15,360,
,40,,,светодиоды,40,15,360,
,10,,,светодиоды,40,10,360,
,16,,,светодиоды,60,15,360,
,20,,,светодиоды,40,10,360,
,20,,,светодиоды,40,15,360,
,24,,,светодиоды,40,5,360,
,40,,,светодиоды,40,10,360,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,6,1,металлогалогенные,HPI-T Plus 400 W,400,,,
,4,1,металлогалогенные,HPI-T Pro 1000 W,1000,,,
,6,1,металлогалогенные,HPI-T Plus 400 W,400,,,
,28,1,металлогалогенные,HPI-T Pro 1000 W,1000,,,
,6,1,металлогалогенные,HPI-T Plus 400 W,400,,,
,4,1,металлогалогенные,HPI-T Pro 1000 W,1000,,,
,34,2,2х36,люм. 36 Вт.,80,,,
,94,2,2х36,люм. 36 Вт.,80,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,33,4,ЛВО 4х18,люминисцентная,72,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,6,2,,Led,,10,,
,4,2,,Led,,,,
,4,2,,Led,,,,
,2,1,,Led,,,,
,1,1,,Led,,,,
,4,2,,Led,,,,
,2,2,,Led,,,,
,2,2,,Led,,,,
,4,2,,Led,,,,
,2,2,,Led,,,,
,2,2,,Led,,,,
,4,2,,Led,,,,
,3,1,,Led,,,,
,2,2,,Led,,,,
,,,,,,,,
,12,12,PPO Jazzway - 2 шт.; наименование не устанавливается - 10 шт.,10 - люминесцетные; 2 - светодиодные,20,8,247,
,16,16,PPO Jazzway - 4 шт.; наименование не устанавливается - 12 шт.,12- люминесцетные; 4 - светодиодные,20,8,247,
,6,20,светильник Амстронг 4 шт.; Philips 2*36 - 2 шт.,люминесцетные,36,8,247,
,2,2,наименование не устанавливается ,люминесцетные,12,1,100,
,8,32,Амстронг,люминесцетные,18,6,200,
,14,56,Амстронг,люминесцетные,18,6,247,
,3,6,Philips,люминесцетные,36,2,247,
,89,89,наименование не устанавливается ,люминесцетные,12,3,230,
,10,40,Амстронг,люминесцетные,18,8,247,
,37,40,наименование не устанавливается ,люминесцетные,12,8,247,
,13,13,наименование не устанавливается ,люминесцетные,12,6,200,
,2,2,наименование не устанавливается ,накаливания,50,5,180,
,1,2,наименование не устанавливается ,люминесцетные,36,8,247,
,6,24,IP20 ДВО6560 IEK ,светодиодные,36,4,230,
,3,12,Амстронг,люминесцетные,18,7,247,
,6,,потолочный 595*595,светодиод,36,8,247,
,2,,потолочный 595*595,светодиод,36,8,247,
,34,,точечный,светодиод,9,8,247,
,15,,потолочный 595*595,светодиод,36,8,247,
,5,,потолочный 595*595,светодиод,36,8,247,
,5,,потолочный 595*595,светодиод,36,8,247,
,2,,потолочный 595*595,светодиод,36,8,247,
,6,,потолочный 595*595,светодиод,36,8,247,
,8,,потолочный 595*595,светодиод,36,8,247,
,2,2,настенные,люминисцен,,4,247,
,2,2,настенные,люминисцен,,4,247,
,6,,потолочный 595*595,светодиод,36,8,247,
,7,,потолочный 595*595,светодиод,36,8,247,
,8,,потолочный 595*595,светодиод,36,8,247,
,8,,потолочный 595*595,светодиод,36,8,247,
,120,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,36,4,,,,,,
,30,4,,,,,,
,30,4,,,,,,
,40,4,,,,,,
,18,2,,,,,,
,60,4,,,,,,
,200,2,,,,,,
,100,2,,,,,,
,120,2,ALS258,люмен.,120,10,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,36,4,AOT418,люмен.,80,6,300,
,30,4,AOT418,люмен.,80,5,300,
,30,4,AOT418,люмен.,80,5,300,
,40,4,AOT418,люмен.,80,5,300,
,18,2,ALS236,люмен.,80,5,300,
,60,4,AOT418,люмен.,80,10,330,
,200,2,ALS236,люмен.,80,10,330,
,100,2,ALS236,люмен.,80,12,350,
,,,,,,,,
,54,,,,,,,
,54,,,,,,,
,54,,,,,,,
,54,,,,,,,
,54,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,120,2,ALS258,люмен.,120,10,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,36,4,AOT418,люмен.,80,6,300,
,30,4,AOT418,люмен.,80,5,300,
,30,4,AOT418,люмен.,80,5,300,
,40,4,AOT418,люмен.,80,5,300,
,18,2,ALS236,люмен.,80,5,300,
,60,4,AOT418,люмен.,80,10,330,
,200,2,ALS236,люмен.,80,10,330,
,100,2,ALS236,люмен.,80,12,350,
,130,2,OLS254,люмин.,120,8,340,
,54,2,OLS254,люмин.,120,10,330,
,54,2,OLS254,люмин.,120,8,330,
,54,2,OLS254,люмин.,120,6,300,
,54,2,OLS254,люмин.,120,10,340,
,54,2,OLS254,люмин.,120,8,330,
,54,2,OLS254,люмин.,120,10,330,
,40,4,AOT418,люмин.,80,10,330,
,35,4,AOT418,люмин.,80,10,330,
,35,4,AOT418,люмин.,80,6,320,
,35,4,AOT418,люмин.,80,8,320,
,30,2,AOT418,люмин.,80,5,300,
,60,4,AOT418,люмин.,80,8,360,
,100,2,OLS236,люмин.,80,10,330,
,100,2,OLS236,люмин.,80,10,330,
,120,2,ALS258,люмен.,120,10,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,36,4,AOT418,люмен.,80,6,300,
,30,4,AOT418,люмен.,80,5,300,
,30,4,AOT418,люмен.,80,5,300,
,40,4,AOT418,люмен.,80,5,300,
,18,2,ALS236,люмен.,80,5,300,
,60,4,AOT418,люмен.,80,10,330,
,200,2,ALS236,люмен.,80,10,330,
,100,2,ALS236,люмен.,80,12,350,
,120,2,ALS258,люмен.,120,10,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,36,4,AOT418,люмен.,80,6,300,
,30,4,AOT418,люмен.,80,5,300,
,30,4,AOT418,люмен.,80,5,300,
,40,4,AOT418,люмен.,80,5,300,
,18,2,ALS236,люмен.,80,5,300,
,60,4,AOT418,люмен.,80,10,330,
,200,2,ALS236,люмен.,80,10,330,
,100,2,ALS236,люмен.,80,12,350,
,120,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,36,4,,,,,,
,30,4,,,,,,
,30,4,,,,,,
,40,4,,,,,,
,18,2,,,,,,
,60,4,,,,,,
,200,2,,,,,,
,100,2,,,,,,
,120,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,36,4,,,,,,
,30,4,,,,,,
,30,4,,,,,,
,40,4,,,,,,
,18,2,,,,,,
,60,4,,,,,,
,200,2,,,,,,
,100,2,,,,,,
,2,1,-,энергосбер.,,9,365,
,2,1,-,энергосбер.,,2,299,
,2,1,-,энергосбер.,,9,247,
,8,1,-,энергосбер.,,2,247,
,2,1,-,энергосбер.,,9,365,
,2,1,-,энергосбер.,,5,365,
,2,1,-,энергосбер.,,2,365,
,21,1,-,энергосбер.,,24,365,
,4,1,-,энергосбер.,,9,299,
,4,1,-,энергосбер.,,9,365,
,1,1,-,энергосбер.,,6,299,
,4,1,-,энергосбер.,,6,299,
,4,1,-,энергосбер.,,24,365,
,1,1,-,энергосбер.,,10,299,
,8,1,-,энергосбер.,,4,299,
,45,1,LED,светодиодные,300,10,217,светодиодные лампы (СПОРТВНЫЙ СВЕТ) установлены в 2019 году
,30,2,БЛ 40,неоновые,80,10,217,
,12,4,GM A-V,светодиодные,40,10,217,
,12,4,GM А40,светодиодные,40,10,217,
,10,4,GM A40,светодиодные,40,10,247,
,12,4,GM A40,светодиодные,40,10,247,
,30,4,GM A40,светодиодные,40,10,217,
,20,4,GM A40,светодиодные,40,10,217,
,16,1,,накаливания,60,10,217,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,4,LED прожектора,светодиодные,150,10,217,светодиодные прожектора установлены 2020 году,
,4,LED прожектора,светодиодные,150,10,217,,
,4,GM A40,светодиодные,40,10,217,светодиодные светильники GM A40 - установлены в 2020 году.,
,4,GM A40,светодиодные,40,10,217,,
,4,GM A40,,40,10,247,,
,4,GM A40,светодиодные,40,8,247,,светодиодные
,4,GM A40,,40,10,217,,
,4,БЛ 40,неоновые,80,10,217,,
,1,,накаливания,60,10,217,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,24,,,светодиоды,40,15,360,
,36,,,светодиоды,40,10,360,
,50,,,светодиоды,61,15,360,
,40,,,светодиоды,40,15,360,
,10,,,светодиоды,40,10,360,
,16,,,светодиоды,60,15,360,
,20,,,светодиоды,40,10,360,
,20,,,светодиоды,40,15,360,
,24,,,светодиоды,40,5,360,
,40,,,светодиоды,40,10,360,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,6,1,металлогалогенные,HPI-T Plus 400 W,400,,,
,4,1,металлогалогенные,HPI-T Pro 1000 W,1000,,,
,6,1,металлогалогенные,HPI-T Plus 400 W,400,,,
,28,1,металлогалогенные,HPI-T Pro 1000 W,1000,,,
,6,1,металлогалогенные,HPI-T Plus 400 W,400,,,
,4,1,металлогалогенные,HPI-T Pro 1000 W,1000,,,
,34,2,2х36,люм. 36 Вт.,80,,,
,94,2,2х36,люм. 36 Вт.,80,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,33,4,ЛВО 4х18,люминисцентная,72,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,6,2,,Led,,10,,
,4,2,,Led,,,,
,4,2,,Led,,,,
,2,1,,Led,,,,
,1,1,,Led,,,,
,4,2,,Led,,,,
,2,2,,Led,,,,
,2,2,,Led,,,,
,4,2,,Led,,,,
,2,2,,Led,,,,
,2,2,,Led,,,,
,4,2,,Led,,,,
,3,1,,Led,,,,
,2,2,,Led,,,,
,,,,,,,,
,12,12,PPO Jazzway - 2 шт.; наименование не устанавливается - 10 шт.,10 - люминесцетные; 2 - светодиодные,20,8,247,
,16,16,PPO Jazzway - 4 шт.; наименование не устанавливается - 12 шт.,12- люминесцетные; 4 - светодиодные,20,8,247,
,6,20,светильник Амстронг 4 шт.; Philips 2*36 - 2 шт.,люминесцетные,36,8,247,
,2,2,наименование не устанавливается ,люминесцетные,12,1,100,
,8,32,Амстронг,люминесцетные,18,6,200,
,14,56,Амстронг,люминесцетные,18,6,247,
,3,6,Philips,люминесцетные,36,2,247,
,89,89,наименование не устанавливается ,люминесцетные,12,3,230,
,10,40,Амстронг,люминесцетные,18,8,247,
,37,40,наименование не устанавливается ,люминесцетные,12,8,247,
,13,13,наименование не устанавливается ,люминесцетные,12,6,200,
,2,2,наименование не устанавливается ,накаливания,50,5,180,
,1,2,наименование не устанавливается ,люминесцетные,36,8,247,
,6,24,IP20 ДВО6560 IEK ,светодиодные,36,4,230,
,3,12,Амстронг,люминесцетные,18,7,247,
,6,,потолочный 595*595,светодиод,36,8,247,
,2,,потолочный 595*595,светодиод,36,8,247,
,34,,точечный,светодиод,9,8,247,
,15,,потолочный 595*595,светодиод,36,8,247,
,5,,потолочный 595*595,светодиод,36,8,247,
,5,,потолочный 595*595,светодиод,36,8,247,
,2,,потолочный 595*595,светодиод,36,8,247,
,6,,потолочный 595*595,светодиод,36,8,247,
,8,,потолочный 595*595,светодиод,36,8,247,
,2,2,настенные,люминисцен,,4,247,
,2,2,настенные,люминисцен,,4,247,
,6,,потолочный 595*595,светодиод,36,8,247,
,7,,потолочный 595*595,светодиод,36,8,247,
,8,,потолочный 595*595,светодиод,36,8,247,
,8,,потолочный 595*595,светодиод,36,8,247,
,120,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,36,4,,,,,,
,30,4,,,,,,
,30,4,,,,,,
,40,4,,,,,,
,18,2,,,,,,
,60,4,,,,,,
,200,2,,,,,,
,100,2,,,,,,
,120,2,ALS258,люмен.,120,10,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,36,4,AOT418,люмен.,80,6,300,
,30,4,AOT418,люмен.,80,5,300,
,30,4,AOT418,люмен.,80,5,300,
,40,4,AOT418,люмен.,80,5,300,
,18,2,ALS236,люмен.,80,5,300,
,60,4,AOT418,люмен.,80,10,330,
,200,2,ALS236,люмен.,80,10,330,
,100,2,ALS236,люмен.,80,12,350,
,,,,,,,,
,54,,,,,,,
,54,,,,,,,
,54,,,,,,,
,54,,,,,,,
,54,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,120,2,ALS258,люмен.,120,10,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,36,4,AOT418,люмен.,80,6,300,
,30,4,AOT418,люмен.,80,5,300,
,30,4,AOT418,люмен.,80,5,300,
,40,4,AOT418,люмен.,80,5,300,
,18,2,ALS236,люмен.,80,5,300,
,60,4,AOT418,люмен.,80,10,330,
,200,2,ALS236,люмен.,80,10,330,
,100,2,ALS236,люмен.,80,12,350,
,130,2,OLS254,люмин.,120,8,340,
,54,2,OLS254,люмин.,120,10,330,
,54,2,OLS254,люмин.,120,8,330,
,54,2,OLS254,люмин.,120,6,300,
,54,2,OLS254,люмин.,120,10,340,
,54,2,OLS254,люмин.,120,8,330,
,54,2,OLS254,люмин.,120,10,330,
,40,4,AOT418,люмин.,80,10,330,
,35,4,AOT418,люмин.,80,10,330,
,35,4,AOT418,люмин.,80,6,320,
,35,4,AOT418,люмин.,80,8,320,
,30,2,AOT418,люмин.,80,5,300,
,60,4,AOT418,люмин.,80,8,360,
,100,2,OLS236,люмин.,80,10,330,
,100,2,OLS236,люмин.,80,10,330,
,120,2,ALS258,люмен.,120,10,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,36,4,AOT418,люмен.,80,6,300,
,30,4,AOT418,люмен.,80,5,300,
,30,4,AOT418,люмен.,80,5,300,
,40,4,AOT418,люмен.,80,5,300,
,18,2,ALS236,люмен.,80,5,300,
,60,4,AOT418,люмен.,80,10,330,
,200,2,ALS236,люмен.,80,10,330,
,100,2,ALS236,люмен.,80,12,350,
,120,2,ALS258,люмен.,120,10,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,6,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,54,2,ALS258,люмен.,120,5,300,
,54,2,ALS258,люмен.,120,8,330,
,36,4,AOT418,люмен.,80,6,300,
,30,4,AOT418,люмен.,80,5,300,
,30,4,AOT418,люмен.,80,5,300,
,40,4,AOT418,люмен.,80,5,300,
,18,2,ALS236,люмен.,80,5,300,
,60,4,AOT418,люмен.,80,10,330,
,200,2,ALS236,люмен.,80,10,330,
,100,2,ALS236,люмен.,80,12,350,
,120,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,36,4,,,,,,
,30,4,,,,,,
,30,4,,,,,,
,40,4,,,,,,
,18,2,,,,,,
,60,4,,,,,,
,200,2,,,,,,
,100,2,,,,,,
,120,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,54,2,,,,,,
,36,4,,,,,,
,30,4,,,,,,
,30,4,,,,,,
,40,4,,,,,,
,18,2,,,,,,
,60,4,,,,,,
,200,2,,,,,,
,100,2,,,,,,
,80,1,248,1488,ЛСП 15-2×40(36)-204,35,38737.6,1106.7885714285715
,36,0.5,248,744,SPO-107,50,60760,1215.2
,36,0.2,248,248,нк100,1,24.8,24.8
,100,0.1,248,24.8,сд11,1,744,744
,80,0.1,248,24.8,Точечный светильник,9,5456,606.2222222222222
,40,6,248,4464,,,,
,72,6,248,1488,,,,
,40,6,248,4464,,,,
,72,6,248,1488,,,,
,40,6,248,4464,,,,
,72,6,248,7440,,,,
,,,248,0,,,,
,72,6,248,1488,,,,
,,,248,0,,,,
,40,6,248,7440,,,,
,72,6,248,1488,,,,
,80,0.1,248,24.8,,,,
,80,3,248,1488,,,,
,11,3,248,744,,,,
,60,2,248,1488,,,,
,60,2,248,992,,,,
,60,3,248,744,,,,
,60,3,248,2232,,,,
,40,6,248,4464,,,,
,72,6,248,4464,,,,
,72,6,248,5952,,,,
,40,6,248,8928,,,,
,40,5,248,1240,,,,
,40,6,248,5952,,,,
,72,6,248,2976,,,,
,40,6,248,10416,,,,
,72,6,248,1488,,,,
,72,6,248,5952,,,,
,40,8,248,7936,,,,
,72,3,248,1488,,,,
,80,1,248,1488,ЛСП 15-2×40(36)-204,35,38737.6,1106.7885714285715
,36,0.5,248,744,SPO-107,50,60760,1215.2
,36,0.2,248,248,нк100,1,24.8,24.8
,100,0.1,248,24.8,сд11,1,744,744
,80,0.1,248,24.8,Точечный светильник,9,5456,606.2222222222222
,40,6,248,4464,,,,
,72,6,248,1488,,,,
,40,6,248,4464,,,,
,72,6,248,1488,,,,
,40,6,248,4464,,,,
,72,6,248,7440,,,,
,,,248,0,,,,
,72,6,248,1488,,,,
,,,248,0,,,,
,40,6,248,7440,,,,
,72,6,248,1488,,,,
,80,0.1,248,24.8,,,,
,80,3,248,1488,,,,
,11,3,248,744,,,,
,60,2,248,1488,,,,
,60,2,248,992,,,,
,60,3,248,744,,,,
,60,3,248,2232,,,,
,40,6,248,4464,,,,
,72,6,248,4464,,,,
,72,6,248,5952,,,,
,40,6,248,8928,,,,
,40,5,248,1240,,,,
,40,6,248,5952,,,,
,72,6,248,2976,,,,
,40,6,248,10416,,,,
,72,6,248,1488,,,,
,72,6,248,5952,,,,
,40,8,248,7936,,,,
,72,3,248,1488,,,,
,,,,,тип,кол,чг,сумма
,18,8,365,1460000,лл,250,1460000,5840
,36,8,365,756280,клл,259,756280,2920
,36,24,365,551880,сд,63,551880,8760
,18,8,365,84680,лл18*1,29,84680,2920
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,тип,кол,чг,сумма
,,8,365,87600,4*18,55,160600,2920
,,8,365,32120,2*36,11,32120,2920
,,8,365,73000,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,18,16,365,99280,ЛПО-418635,364,1972460,5418.846153846154
,18,16,365,17520,ЛСП Ip-65,116,340180,2932.5862068965516
,18,12,365,21900,АRTIK-236,205,957760,4672
,36,12,365,4380,TLP,6,35040,5840
,18,8,365,35040,SPO-505,12,35040,2920
,18,8,365,14600,,,,
,18,8,365,2920,,,,
,18,8,365,75920,,,,
,18,8,365,40880,,,,
,18,8,365,5840,,,,
,18,12,365,144540,,,,
,18,12,365,210240,,,,
,18,8,365,93440,,,,
,18,12,365,30660,,,,
,18,24,365,17520,,,,
,40,16,365,35040,,,,
,36,8,365,35040,,,,
,18,16,365,1547600,,,,
,18,16,365,578160,,,,
,36,8,365,254040,,,,
,36,8,365,75920,,,,
,2,1,,накаливания,40,0.2,365,
,2,4,,светодиодная,40,12,365,
,1,1,,накаливания,40,0.5,247,
,1,1,,накаливания,40,0.5,365,
,2,4,,газоразрядная (люминисцентная),80,12,365,
,1,5,,светодиодная,50,7,365,
,1,5,,светодиодная,50,7,365,
,3,4,,светодиодная,40,12,365,
,1,5,,светодиодная,50,7,365,
,1,5,,светодиодная,50,7,365,
,2,1,,светодиодная,11,0.2,365,
,1,1,,светодиодная,11,1,365,
,2,2,,газоразрядная (люминисцентная),80,12,365,
,2,2,,газоразрядная (люминисцентная),80,0.5,247,
,4,2,,газоразрядная (люминисцентная),80,7,247,
,34,1,OPL/R418,светодиодные,40,9,365,
,47,2,,газоразрядная (люминисцентная),80,9,365,
,21,1,,газоразрядная (люминисцентная),40,9,365,
,87,1,OPL/R418,светодиодные,40,8,247,
,4,2,,газоразрядная (люминисцентная),80,8,365,
,17,1,,газоразрядная (люминисцентная),40,8,365,
,15,1,,светодиодные,12,8,365,
,72,1,OPL/R418,светодиодные,40,12,365,
,10,2,,газоразрядная (люминисцентная),80,7,247,
,4,1,,газоразрядная (люминисцентная),40,8,365,
,74,1,OPL/R418,светодиодные,40,12,365,
,13,2,,газоразрядная (люминисцентная),80,7,247,
,33,1,,газоразрядная (люминисцентная),40,8,365,
,12,2,,газоразрядная (люминисцентная),80,10,365,
,18,16,365,99280,ЛПО-418635,364,1972460,5418.846153846154
,18,16,365,17520,ЛСП Ip-65,116,340180,2932.5862068965516
,18,12,365,21900,АRTIK-236,205,957760,4672
,36,12,365,4380,TLP,6,35040,5840
,18,8,365,35040,SPO-505,12,35040,2920
,18,8,365,14600,,,,
,18,8,365,2920,,,,
,18,8,365,75920,,,,
,18,8,365,40880,,,,
,18,8,365,5840,,,,
,18,12,365,144540,,,,
,18,12,365,210240,,,,
,18,8,365,93440,,,,
,18,12,365,30660,,,,
,18,24,365,17520,,,,
,40,16,365,35040,,,,
,36,8,365,35040,,,,
,18,16,365,1547600,,,,
,18,16,365,578160,,,,
,36,8,365,254040,,,,
,36,8,365,75920,,,,
,2,1,,накаливания,40,0.2,365,
,2,4,,светодиодная,40,12,365,
,1,1,,накаливания,40,0.5,247,
,1,1,,накаливания,40,0.5,365,
,2,4,,газоразрядная (люминисцентная),80,12,365,
,1,5,,светодиодная,50,7,365,
,1,5,,светодиодная,50,7,365,
,3,4,,светодиодная,40,12,365,
,1,5,,светодиодная,50,7,365,
,1,5,,светодиодная,50,7,365,
,2,1,,светодиодная,11,0.2,365,
,1,1,,светодиодная,11,1,365,
,2,2,,газоразрядная (люминисцентная),80,12,365,
,2,2,,газоразрядная (люминисцентная),80,0.5,247,
,4,2,,газоразрядная (люминисцентная),80,7,247,
,34,1,OPL/R418,светодиодные,40,9,365,
,47,2,,газоразрядная (люминисцентная),80,9,365,
,21,1,,газоразрядная (люминисцентная),40,9,365,
,87,1,OPL/R418,светодиодные,40,8,247,
,4,2,,газоразрядная (люминисцентная),80,8,365,
,17,1,,газоразрядная (люминисцентная),40,8,365,
,15,1,,светодиодные,12,8,365,
,72,1,OPL/R418,светодиодные,40,12,365,
,10,2,,газоразрядная (люминисцентная),80,7,247,
,4,1,,газоразрядная (люминисцентная),40,8,365,
,74,1,OPL/R418,светодиодные,40,12,365,
,13,2,,газоразрядная (люминисцентная),80,7,247,
,33,1,,газоразрядная (люминисцентная),40,8,365,
,12,2,,газоразрядная (люминисцентная),80,10,365,
,3,2,LED-T18,светодиодная,18,7,247,
,1,2,ЛСП 2*36,светодиодная,36,7,247,
,9,2,ЛСП 2*36,светодиодная,36,14,365,
,3,2,ЛСП 2*36,светодиодная,36,14,365,
,12,1,НПБ 03-60-003,светодиодная,60,4,365,
,3,12,Армстронг квадрат 60*60,светодиодная,36,4,365,
,1,2,LED-T18,светодиодная,18,7,247,
,2,2,ЛСП 2*18,светодиодная,36,12,365,
,4,2,ЛПО 01-2*18-012,светодиодная,36,12,365,
